department;courseNum;courseTitle;sectionNum;courseType;callNum;meetingTime;meetingLocation;instructor;startEndDate
EDU;210;"Educational Psychology";0001;LEC;7687;TuTh 11:00AM - 12:20PM;Torrey 226;Gael E Romei;09/05/2012 - 12/15/2012
EDU;321;"Secondary Methods of Teaching I";0001;LEC;9935;Fr 4:00PM - 6:45PM;Torrey 102;Daniel Qualls;09/05/2012 - 12/15/2012
EDU;321;"Secondary Methods of Teaching I";0002;LEC;13533;Fr 4:00PM - 6:45PM;Bangor Hall - UCB;Daniel Qualls;09/05/2012 - 12/15/2012
EDU;321;"Secondary Methods of Teaching I";0003;LEC;13534;Fr 4:00PM - 6:45PM;Bath-Brunswick Center;Daniel Qualls;09/05/2012 - 12/15/2012
EDU;321;"Secondary Methods of Teaching I";0004;LEC;13535;Fr 4:00PM - 6:45PM;Bucksport;Daniel Qualls;09/05/2012 - 12/15/2012
EDU;321;"Secondary Methods of Teaching I";0005;LEC;13536;Fr 4:00PM - 6:45PM;Calais Center;Daniel Qualls;09/05/2012 - 12/15/2012
EDU;321;"Secondary Methods of Teaching I";0006;LEC;13537;Fr 4:00PM - 6:45PM;Deer Isle-Stonington;Daniel Qualls;09/05/2012 - 12/15/2012
EDU;332;"Elementary Science Education Methods";0001;LEC;7689;Th 4:00PM - 6:50PM;Science&nbsp; 115;Donald R Sprangers;09/05/2012 - 12/15/2012
EDU;334;"Integrated Reading &amp; Language Arts Methods I";0001;LEC;7690;Tu 4:00PM - 6:50PM;Torrey 226;Gael E Romei;09/05/2012 - 12/15/2012
EDU;337;"Classroom Management";0001;FEX;7691;Tu 2:00PM - 3:50PM;Science&nbsp; 115;Daniel Qualls;09/05/2012 - 12/15/2012
EDU;490;"Student Teaching";0001;FEX;7692;TBA;TBA;;09/05/2012 - 12/15/2012
EDU;490;"Student Teaching";0002;FEX;14956;TBA;TBA;Margaret K Evans;09/05/2012 - 12/15/2012
ELA;101;"Recreation &amp; Wellness Seminar";0001;FEX;8488;MoTuWeThFr 9:00AM - 4:50PM;Science&nbsp; 113;Andrea J Ednie;08/24/2012 - 08/31/2012
ELA;101;"Recreation &amp; Wellness Seminar";0002;FEX;8489;Th 1:00PM - 3:50PM;FRC 14;Karen Beeftink;09/05/2012 - 12/15/2012
ELA;112;"Community &amp; Place";0001;LEC;8485;Fr 1:00PM - 3:50PM;Torrey 232;Kevin R Athearn;09/05/2012 - 12/15/2012
ELA;112;"Community &amp; Place";0002;LEC;8692;MoWe 3:30PM - 4:50PM;Science&nbsp; 109;James H Moreira;09/05/2012 - 12/15/2012
ELA;221;"Humans &amp; Nature";0001;LEC;11702;TuTh 2:00PM - 3:20PM;Torrey 226;Randall Kindleberger;09/05/2012 - 12/15/2012
ELA;221;"Humans &amp; Nature";0002;LEC;11855;MoFr 3:30PM - 4:50PM;Torrey 234;Tora Johnson;09/05/2012 - 12/15/2012
ENG;;"";0001;LEC;14644;TuTh 3:30PM - 4:20PM;Torrey 232;Susan J Willey;09/05/2012 - 12/15/2012
ENG;;"12";0001;LEC;8515;MoWe 2:00PM - 3:20PM;Torrey 226;Carol Jean Wolf;09/05/2012 - 12/15/2012
ENG;;"12";0002;LEC;8520;TuTh 11:00AM - 12:20PM;Torrey 234;Carol Jean Wolf;09/05/2012 - 12/15/2012
ENG;101;"Composition";0001;LEC;8522;MoWeFr 9:00AM - 9:50AM;Torrey 234;Gerard P NeCastro;09/05/2012 - 12/15/2012
ENG;101;"Composition";0002;LEC;8524;TuTh 9:30AM - 10:50AM;Torrey 232;Richard Andrew Lamasney;09/05/2012 - 12/15/2012
ENG;101;"Composition";0003;LEC;8527;TuTh 12:30PM - 1:50PM;Torrey 221;Richard Andrew Lamasney;09/05/2012 - 12/15/2012
ENG;101;"Composition";0004;LEC;8528;Th 5:30PM - 8:20PM;Torrey 234;Robert A Froese;09/05/2012 - 12/15/2012
ENG;101;"Composition";0005;LEC;8585;TBA;Web;Gerard P NeCastro;09/05/2012 - 12/15/2012
ENG;102;"Introduction to Literature";0001;LEC;8701;TBA;Web;Gerard P NeCastro;09/05/2012 - 12/15/2012
ENG;113;"Introduction to Humanities";0001;LEC;8704;TBA;Web;Gerard P NeCastro;09/05/2012 - 12/15/2012
ENG;114;"Topics in World Literature";0002;LEC;8587;TBA;Web;Sheila N Johnson;09/05/2012 - 12/15/2012
ENG;117;"Intro to Literary &amp; Cultural Studies";0001;LEC;8588;TBA;Web;Marcus Anthony LiBrizzi;12/31/2012 - 01/18/2013
ENG;210;"Beginning Creative Writing";0001;LEC;8529;TuTh 2:00PM - 3:20PM;Torrey 228;Robert A Froese;09/05/2012 - 12/15/2012
ENG;227;"Young Adult Literature";0001;WEB;8589;TBA;Web;Heather Lynne Hepler;09/05/2012 - 12/15/2012
ENG;325;"Masterpieces of British Literature";0001;LEC;8534;TuTh 3:30PM - 4:50PM;Torrey 234;Gerard P NeCastro;09/05/2012 - 12/15/2012
ENG;325;"Masterpieces of British Literature";0002;LEC;11658;TBA;Web;Gerard P NeCastro;09/05/2012 - 12/15/2012
ENG;371;"Intermediate Creative Writing Workshop";0001;LEC;8663;Tu 6:00PM - 8:50PM;Torrey 228;Robert A Froese;09/05/2012 - 12/15/2012
ENG;371;"Intermediate Creative Writing Workshop";0002;LEC;8664;Tu 6:00PM - 8:50PM;Torrey 228;Robert A Froese;09/05/2012 - 12/15/2012
ENG;371;"Intermediate Creative Writing Workshop";0003;LEC;8665;Tu 6:00PM - 8:50PM;Torrey 228;Robert A Froese;09/05/2012 - 12/15/2012
ENG;371;"Intermediate Creative Writing Workshop";0004;LEC;8666;Tu 6:00PM - 8:50PM;Torrey 228;Robert A Froese;09/05/2012 - 12/15/2012
ENG;471;"Advanced Creative Writing Workshop";0001;LEC;8668;Tu 6:00PM - 8:50PM;Torrey 228;Robert A Froese;09/05/2012 - 12/15/2012
ENG;471;"Advanced Creative Writing Workshop";0002;LEC;8670;Tu 6:00PM - 8:50PM;Torrey 228;Robert A Froese;09/05/2012 - 12/15/2012
ENG;471;"Advanced Creative Writing Workshop";0003;LEC;8674;Tu 6:00PM - 8:50PM;Torrey 228;Robert A Froese;09/05/2012 - 12/15/2012
ENG;471;"Advanced Creative Writing Workshop";0004;LEC;8675;Tu 6:00PM - 8:50PM;Torrey 228;Robert A Froese;09/05/2012 - 12/15/2012
ENV;102S;"Atlantic Salmon Conservation Projects";0001;SEM;8441;Tu 1:00PM - 4:50PM;Science&nbsp; 207;Sherrie A Sprangers;09/05/2012 - 12/15/2012
ENV;103;"Oceanography";0010;LEC;8442;TuTh 8:30AM - 9:50AM;Science&nbsp; 115;Doug C McNaught;09/05/2012 - 12/15/2012
ENV;103;"Oceanography";0011;LAB;8443;We 1:30PM - 4:20PM;Science&nbsp; 13;Doug C McNaught;09/05/2012 - 12/15/2012
ENV;103;"Oceanography";0020;LEC;8444;TuTh 10:00AM - 11:20AM;Science&nbsp; 115;Doug C McNaught;09/05/2012 - 12/15/2012
ENV;103;"Oceanography";0022;LAB;8445;Th 2:00PM - 4:50PM;Science&nbsp; 13;Doug C McNaught;09/05/2012 - 12/15/2012
ENV;114;"Environmental Studies:";0001;FEX;8448;Mo 11:00AM - 11:50AM;Science&nbsp; 207;William H Otto;09/05/2012 - 10/29/2012
ENV;214;"Environmental Studies:";0001;FEX;8449;Mo 11:00AM - 11:50AM;Science&nbsp; 207;William H Otto;09/05/2012 - 10/29/2012
ENV;224;"Scientific Writing &amp; Presentation";0010;LEC;11859;Mo 12:00PM - 12:50PM;Torrey 228;Sherrie A Sprangers;09/05/2012 - 12/15/2012
ENV;224;"Scientific Writing &amp; Presentation";0011;LAB;11860;Fr 11:00AM - 12:50PM;Torrey 228;Sherrie A Sprangers;09/05/2012 - 12/15/2012
ENV;226;"Undergraduate Research in Environmental Studies";0001;RSG;8450;TBA;TBA;Staff;TBA
ENV;301;"Special Topics in Environmental Studies";0001;LEC;8451;TBA;Web;Louis K McNally;09/05/2012 - 12/15/2012
ENV;314;"Environmental Studies:";0001;FEX;8452;Mo 11:00AM - 11:50AM;Science&nbsp; 207;William H Otto;09/05/2012 - 10/29/2012
ENV;326;"Undergraduate Research in Environmental Studies";0001;RSG;8454;TBA;TBA;Staff;TBA
ENV;414;"Environmental Studies:";0001;FEX;8453;Mo 11:00AM - 11:50AM;Science&nbsp; 207;William H Otto;09/05/2012 - 10/29/2012
FIA;103;"First";0001;SEM;8536;TuTh 2:00PM - 3:20PM;Dorward 3;Bernie Vinzani;09/05/2012 - 12/15/2012
FIA;219;"Special Topics in Interdisciplinary Fine Arts";0001;LEC;8636;TuTh 9:30AM - 10:50AM;Torrey 226;Lisa J Athearn;09/05/2012 - 12/15/2012
FIA;219;"Special Topics in Interdisciplinary Fine Arts";0002;LEC;11659;Mo 2:00PM - 4:50PM;Powers&nbsp; 201;Gene C Nichols;09/05/2012 - 12/15/2012
FIA;400;"Senior Seminar";0001;SEM;8537;MoFr 12:30PM - 1:50PM;Powers&nbsp; 208;Bernie Vinzani;09/05/2012 - 12/15/2012
