department;courseNum;courseTitle;sectionNum;courseType;callNum;meetingTime;meetingLocation;instructor;startEndDate
BUA;230;"Business Law";1002;LEC;9552;Fr 4:00PM - 6:45PM;Bath Brunswick;J Powers McGuire;09/04/2012 - 12/22/2012
BUA;230;"Business Law";1003;LEC;10389;Fr 4:00PM - 6:45PM;Bucksport HS;J Powers McGuire;09/04/2012 - 12/22/2012
BUA;230;"Business Law";1004;LEC;10390;Fr 4:00PM - 6:45PM;Calais Center;J Powers McGuire;09/04/2012 - 12/22/2012
BUA;230;"Business Law";1005;LEC;10391;Fr 4:00PM - 6:45PM;Deer Isle;J Powers McGuire;09/04/2012 - 12/22/2012
BUA;241;"Marketing for Small Business";5000;LEC;15017;TBA;TBA;Frank Bean;09/04/2012 - 12/22/2012
BUA;276;"Taxation";1000;LEC;9612;We 7:00PM - 9:45PM;Bennett D. Katz Library 0016;Thomas J Giordano;09/04/2012 - 12/22/2012
BUA;276;"Taxation";1001;LEC;9613;We 7:00PM - 9:45PM;Bangor Hall ITV2;Thomas J Giordano;09/04/2012 - 12/22/2012
BUA;276;"Taxation";1002;LEC;9614;We 7:00PM - 9:45PM;Bath Brunswick;Thomas J Giordano;09/04/2012 - 12/22/2012
BUA;276;"Taxation";1003;LEC;13624;We 7:00PM - 9:45PM;Bucksport HS;Thomas J Giordano;09/04/2012 - 12/22/2012
BUA;276;"Taxation";1004;LEC;13625;We 7:00PM - 9:45PM;Calais Center;Thomas J Giordano;09/04/2012 - 12/22/2012
BUA;276;"Taxation";1005;LEC;13626;We 7:00PM - 9:45PM;Deer Isle;Thomas J Giordano;09/04/2012 - 12/22/2012
BUA;303;"Management Information System";1000;LEC;10378;Th 7:00PM - 9:45PM;Bennett D. Katz Library 0015;Jody L Breton;09/04/2012 - 12/22/2012
BUA;303;"Management Information System";1001;LEC;10379;Th 7:00PM - 9:45PM;Bangor Hall ITV3;Jody L Breton;09/04/2012 - 12/22/2012
BUA;303;"Management Information System";1002;LEC;10380;Th 7:00PM - 9:45PM;Bath Brunswick;Jody L Breton;09/04/2012 - 12/22/2012
BUA;303;"Management Information System";1003;LEC;10604;Th 7:00PM - 9:45PM;Bucksport HS;Jody L Breton;09/04/2012 - 12/22/2012
