department;courseNum;courseTitle;sectionNum;courseType;callNum;meetingTime;meetingLocation;instructor;startEndDate
MUS;266;"Vocal Techniques";0100;MUS;24806;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;271;"Sonic Arts I: Digital Music Systems";0100;LEC;24807;Mo 4:00PM - 6:45PM;Randall Student Center 249;Frank Xavier Mauceri;09/03/2013 - 12/23/2013
MUS;303;"Hip Hop: Art";9001;LEC;25043;TBA;Web/On-line;Sarah Hentges;09/03/2013 - 12/23/2013
MUS;323;"Composition I";0100;LEC;24808;Tu 4:00PM - 6:45PM;Music Mod II;Richard Nelson;09/03/2013 - 12/23/2013
MUS;333;"History and Literature of Music I";0100;LEC;24809;MoWe 11:30AM - 12:50PM;Fine Arts Building 0122;William O Moseley;09/03/2013 - 12/23/2013
MUS;337;"Tradition &amp; Innovation:";9000;LEC;25436;TBA;Web/On-line;Pamela L Jenkins;09/03/2013 - 12/23/2013
MUS;345;"Applied Music: Major Instrument";0100;MUS;24810;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;346;"Applied Music: Major Instrument";0100;MUS;24811;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;355;"Junior";0100;MUS;24815;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;356;"Junior Ensemble Sequence II";0100;MUS;24816;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;435W;"Senior Seminar";0100;LEC;29741;Th 5:00PM - 7:45PM;Fine Arts Building 0115;William O Moseley;09/03/2013 - 12/23/2013
MUS;447;"Applied Music: Major Instrument";0100;MUS;24813;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;448;"Senior Concert";0100;MUS;24814;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;457;"Senior Ensemble Sequence I";0100;MUS;24817;TBA;TBA;Staff;09/03/2013 - 12/23/2013
MUS;458;"Junior Ensemble Sequence II";0100;MUS;24818;TBA;TBA;Staff;09/03/2013 - 12/23/2013
NUR;101;"Fundamentals of Nursing";6006;LEC;26625;MoTh 9:00AM - 11:30AM;Bennett D. Katz Library 0040;Jacqueline Ballback;09/03/2013 - 12/23/2013
NUR;201W;"Nursing Care of the Family";0100;LEC;29093;MoTh 9:00AM - 11:30AM;Augusta Civic Center 0252;Victoria S Evans;09/03/2013 - 12/23/2013
NUR;225;"Introduction to Health Informatics";9000;LEC;25135;TBA;Web/On-line;Megan Landry;10/08/2013 - 11/22/2013
NUR;301;"Health Assessment Throughout the Lifespan";0100;LEC;25705;Mo 2:00PM - 6:00PM;Augusta Civic Center 0252;Kristen C Lombard;09/03/2013 - 12/23/2013
NUR;302;"Pharmacology for Nurses";9000;LEC;25438;TBA;Web/On-line;Carey Clark;09/03/2013 - 12/23/2013
NUR;304;"Concepts of Professional Nursing Practice";0100;LEC;25707;Mo 3:00PM - 5:45PM;Augusta Civic Center 0253;Kristen C Lombard;09/03/2013 - 12/23/2013
NUR;352;"Nursing Research";0100;LEC;25712;Tu 1:00PM - 3:45PM;Jewett Hall 0189;Lynne F King;09/03/2013 - 12/23/2013
NUR;355;"Community and Global Health
Didactic";0100;LEC;25714;We 1:00PM - 3:45PM;Augusta Civic Center 0252;Carey Clark;09/03/2013 - 12/23/2013
NUR;410;"Leadership and Management in Nursing";0100;LEC;25721;We 1:00PM - 3:45PM;Augusta Civic Center 0252;Kristen C Lombard;09/03/2013 - 12/23/2013
NUR;420;"The American Health Care System";9500;LEC;30413;TBA;Web/On-line;Carey Clark;10/08/2013 - 11/22/2013
NUR;425;"Hands on Healing: Reiki &amp; Importance of Caring for Self &amp; Others";0100;LEC;25722;Fr 10:00AM - 4:00PM;Augusta Civic Center 0253;Carey Clark;10/08/2013 - 11/22/2013
PHI;250;"Ethics";0302;LEC;24940;We 4:00PM - 6:45PM;Rumford-Mexico Center;Lawrence E Merckens;09/03/2013 - 12/23/2013
PHY;115;"General Physics I";0102;LAB;28946;Th 6:00PM - 9:00PM;Jewett Hall 0284;James F Guillemette;09/03/2013 - 12/23/2013
POS;101;"American Government";1009;LEC;28728;Tu 1:00PM - 3:45PM;East Sullivan;Daylin J Butler;09/03/2013 - 12/23/2013
POS;223;"Principles of Management";1010;LEC;26485;Th 9:00AM - 11:45AM;Ellsworth;Frank Bean;09/03/2013 - 12/23/2013
POS;354;"Public Budgeting and Financial Administration";6666;LEC;30285;TBA;Web/On-line;Richard Michaud;09/03/2013 - 12/23/2013
POS;361;"Human Resource Management";1010;LEC;26803;Fr 4:00PM - 6:45PM;East Sullivan;Daylin J Butler;09/03/2013 - 12/23/2013
POS;362;"Labor";1010;LEC;29193;We 4:00PM - 6:45PM;East Millinocket;J Powers McGuire;09/03/2013 - 12/23/2013
POS;365;"Organizational Behavior";1010;LEC;27136;Th 7:00PM - 9:45PM;East Sullivan;Brenda O McAleer;09/03/2013 - 12/23/2013
POS;370;"Municipal Administration";9999;LEC;29732;TBA;Web/On-line;William R Bridgeo;09/03/2013 - 12/23/2013
POS;405;"Administrative Law";9999;LEC;29730;TBA;Web/On-line;Dawn Dosedlo Gallagher;09/03/2013 - 12/23/2013
POS;420;"The American Health Care System";9500;LEC;30414;TBA;Web/On-line;Carey Clark;10/08/2013 - 11/22/2013
POS;487;"Research Methods";9999;LEC;29733;TBA;Web/On-line;Daylin J Butler;09/03/2013 - 12/23/2013
PSY;100;"Introduction to Psychology";1001;LEC;26082;Mo 9:00AM - 11:45AM;Bangor Hall ITV3;Elaine K Dunton;09/03/2013 - 12/23/2013
PSY;229;"Models of Addiction";1009;LEC;28087;Fr 1:00PM - 3:45PM;Ellsworth;John M O'Brien;09/03/2013 - 12/23/2013
PSY;308;"Human Development";1006;LEC;28827;Mo 4:00PM - 6:45PM;Calais Center;Frank Ellis;09/03/2013 - 12/23/2013
PSY;310;"Psychology of Personality";9100;LEC;30208;TBA;Web/On-line;Kenneth Elliott;10/08/2013 - 11/22/2013
PSY;312;"Psychology of Human Adjustment";9000;LEC;25448;TBA;Web/On-line;Kenneth Elliott;09/03/2013 - 12/23/2013
PSY;362;"Language and Literacy in Early Childhood";9000;LEC;29693;TBA;Web/On-line;Charles Michael Sandberg;09/03/2013 - 12/23/2013
